id,name,surname,adress,birthDate,phoneNumber,sex
1575,Larysa,Melko,Dnipro,2014-05-08 00:00:00,380469770299,f
1576,Ivan,Romanchuko,Kyiv,2009-12-06 00:00:00,380550546519,m
1577,Kateryna,Antonenko,Lviv,2007-01-20 00:00:00,380616600014,f
1578,Fedir,Balanenko,Frankivsk,2007-07-27 00:00:00,380879079280,m
1579,Kateryna,Nesterenko,Frankivsk,2009-04-12 00:00:00,380476326720,f
1580,Vitalii,Lysenko,Lviv,2014-10-02 00:00:00,380701236847,m
1581,Mariia,Danylenko,Frankivsk,2016-03-26 00:00:00,380688606686,f
1582,Yevhen,Lysenko,Sambir,2014-02-02 00:00:00,380151255448,m
1583,Svitlana,Oleksiyenko,Kyiv,2009-08-06 00:00:00,380957890722,f
1584,Yevhen,Kovalko,Strii,2015-10-10 00:00:00,380789163918,m
1585,Veronika,Oleksiyenko,Sambir,2012-12-16 00:00:00,380592646520,f
1586,Fedir,Melko,Odesa,2008-09-08 00:00:00,380722156104,m
1587,Kateryna,Romanchuko,Dnipro,2008-07-18 00:00:00,380445532863,f
1588,Roman,Melko,Odesa,2009-09-22 00:00:00,380487321938,m
1589,Mariia,Usenko,Sambir,2011-03-28 00:00:00,380052007578,f
1590,Oleh,Tkachenko,Frankivsk,2013-03-07 00:00:00,380821738926,m
1591,Larysa,Vasylchenko,Odesa,2009-10-10 00:00:00,380142838396,f
1592,Andrii,Vasylchenko,Odesa,2008-05-14 00:00:00,380430380500,m
1593,Nataliia,Fedorenko,Dnipro,2014-01-10 00:00:00,380446320978,f
1594,Yevhen,Kovalko,Frankivsk,2010-05-19 00:00:00,380089023129,m
1595,Daryna,Vasylchenko,Sambir,2013-04-22 00:00:00,380937226454,f
1596,Pavlo,Kovalenko,Dnipro,2007-03-07 00:00:00,380231849054,m
1597,Svitlana,Fedorenko,Kyiv,2015-07-31 00:00:00,380931158415,f
1598,Pavlo,Danylenko,Strii,2009-06-25 00:00:00,380275011527,m
1599,Kateryna,Melko,Strii,2016-07-04 00:00:00,380784609801,f
1600,Bohdan,Usenko,Frankivsk,2007-10-08 00:00:00,380310235011,m
1601,Nataliia,Kovalko,Sambir,2008-05-26 00:00:00,380167918516,f
1602,Roman,Pavlenko,Rivne,2007-04-08 00:00:00,380167677229,m
1603,Veronika,Balanenko,Odesa,2009-12-11 00:00:00,380760943602,f
1604,Vitalii,Sydorenko,Rivne,2013-08-11 00:00:00,380825355879,m
1605,Zhanna,Usenko,Frankivsk,2012-01-20 00:00:00,380939985974,f
1606,Bohdan,Oleksiyenko,Lviv,2016-03-12 00:00:00,380387738313,m
1607,Nataliia,Yevdokymenko,Rivne,2014-09-21 00:00:00,380204304968,f
1608,Oleh,Tkachenko,Sambir,2015-01-11 00:00:00,380528452795,m
1609,Mariia,Hrytsenko,Lviv,2007-12-17 00:00:00,380683002466,f
1610,Pavlo,Balanenko,Rivne,2014-11-19 00:00:00,380469250824,m
1611,Svitlana,Romanchuko,Strii,2010-01-22 00:00:00,380349157399,f
1612,Yevhen,Fedorenko,Frankivsk,2007-02-28 00:00:00,380361371720,m
1613,Mariia,Lysenko,Rivne,2012-01-09 00:00:00,380954291572,f
1614,Andrii,Yevdokymenko,Rivne,2011-09-26 00:00:00,380867385561,m
1615,Daryna,Fedorenko,Frankivsk,2012-01-01 00:00:00,380029006023,f
1616,Bohdan,Melko,Lviv,2013-09-30 00:00:00,380358555508,m
1617,Veronika,Bilenko,Lviv,2009-02-08 00:00:00,380583082580,f
1618,Ivan,Pavlenko,Frankivsk,2008-10-24 00:00:00,380997106899,m
1619,Larysa,Kovalko,Odesa,2011-06-17 00:00:00,380157939147,f
1620,Vitalii,Sydorenko,Strii,2015-04-03 00:00:00,380421121264,m
1621,Daryna,Lysenko,Sambir,2010-06-01 00:00:00,380664130803,f
1622,Roman,Vasylchenko,Rivne,2016-11-11 00:00:00,380851304465,m
1623,Kateryna,Pavlenko,Dnipro,2016-02-10 00:00:00,380600668250,f
1624,Roman,Hrytsenko,Frankivsk,2009-05-21 00:00:00,380359976930,m
1625,Larysa,Pavlenko,Lviv,2012-03-24 00:00:00,380212757810,f
1626,Vitalii,Oleksiyenko,Dnipro,2012-09-13 00:00:00,380292590631,m
1627,Svitlana,Kovalenko,Sambir,2014-06-12 00:00:00,380954416527,f
1628,Oleh,Ivanchenko,Kyiv,2012-09-06 00:00:00,380768475257,m
1629,Mariia,Balanenko,Sambir,2015-06-12 00:00:00,380124541528,f
1630,Oleh,Romanchuko,Kyiv,2013-11-02 00:00:00,380474755647,m
1631,Veronika,Vasylchenko,Rivne,2016-10-18 00:00:00,380436448709,f
1632,Roman,Danylenko,Lviv,2013-10-15 00:00:00,380852072274,m
1633,Daryna,Usenko,Strii,2014-12-07 00:00:00,380968955548,f
1634,Ivan,Balanenko,Frankivsk,2011-03-06 00:00:00,380245736871,m
1635,Svitlana,Vasylchenko,Frankivsk,2012-04-03 00:00:00,380582859234,f
1636,Yevhen,Antonenko,Strii,2014-05-09 00:00:00,380337644481,m
1637,Halyna,Kovalenko,Rivne,2009-09-25 00:00:00,380685972652,f
1638,Pavlo,Sydorenko,Rivne,2011-12-06 00:00:00,380092347807,m
1639,Halyna,Usenko,Kyiv,2010-10-02 00:00:00,380457531350,f
1640,Yevhen,Danylenko,Odesa,2014-04-16 00:00:00,380690452213,m
1641,Svitlana,Kovalenko,Frankivsk,2012-03-21 00:00:00,380216046453,f
1642,Roman,Tkachenko,Rivne,2015-07-05 00:00:00,380363342451,m
1643,Kateryna,Antonenko,Dnipro,2010-12-20 00:00:00,380556801662,f
1644,Vitalii,Fedorenko,Frankivsk,2010-02-22 00:00:00,380036665156,m
1645,Nataliia,Danylenko,Strii,2012-06-11 00:00:00,380784132362,f
1646,Andrii,Antonenko,Frankivsk,2015-01-20 00:00:00,380039230280,m
1647,Zhanna,Fedorenko,Rivne,2007-07-10 00:00:00,380694411382,f
1648,Roman,Pavlenko,Strii,2010-01-19 00:00:00,380579789282,m
1649,Daryna,Bilenko,Odesa,2012-02-28 00:00:00,380384539769,f
1650,Pavlo,Danylenko,Sambir,2009-10-12 00:00:00,380110283786,m
1651,Veronika,Lysenko,Rivne,2011-02-03 00:00:00,380185782324,f
1652,Ivan,Tkachenko,Frankivsk,2010-12-26 00:00:00,380062713182,m
1653,Mariia,Romanchuko,Lviv,2007-11-29 00:00:00,380470532742,f
1654,Roman,Bilenko,Dnipro,2013-12-25 00:00:00,380864631737,m
1655,Daryna,Danylenko,Strii,2011-12-13 00:00:00,380796967688,f
1656,Yevhen,Romanchuko,Sambir,2014-08-14 00:00:00,380691578671,m
1657,Veronika,Sydorenko,Kyiv,2015-06-18 00:00:00,380408182941,f
1658,Fedir,Tkachenko,Sambir,2015-08-14 00:00:00,380302409632,m
1659,Larysa,Danylenko,Frankivsk,2015-06-13 00:00:00,380580014705,f
1660,Bohdan,Balanenko,Strii,2008-01-16 00:00:00,380892587789,m
1661,Mariia,Pavlenko,Rivne,2011-11-29 00:00:00,380345972684,f
1662,Andrii,Oleksiyenko,Frankivsk,2014-10-11 00:00:00,380368556498,m
1663,Mariia,Yevdokymenko,Dnipro,2014-04-27 00:00:00,380839549020,f
1664,Ivan,Kovalko,Sambir,2009-06-07 00:00:00,380519607732,m
1665,Nataliia,Melko,Strii,2007-10-07 00:00:00,380872596074,f
1666,Yevhen,Kovalko,Strii,2012-08-23 00:00:00,380494748776,m
1667,Veronika,Fedorenko,Strii,2013-01-10 00:00:00,380934311337,f
1668,Oleh,Sydorenko,Dnipro,2010-10-27 00:00:00,380670233893,m
1669,Larysa,Oleksiyenko,Lviv,2009-11-14 00:00:00,380228145384,f
1670,Pavlo,Ivanchenko,Odesa,2007-12-04 00:00:00,380874863131,m
1671,Halyna,Tkachenko,Kyiv,2014-02-02 00:00:00,380685436556,f
1672,Oleh,Kovalko,Sambir,2013-03-18 00:00:00,380252006108,m
1673,Veronika,Fedorenko,Dnipro,2011-01-04 00:00:00,380586174789,f
1674,Oleh,Fedorenko,Lviv,2008-03-28 00:00:00,380218404108,m
1675,Halyna,Nesterenko,Sambir,2011-08-04 00:00:00,380686266212,f
1676,Pavlo,Usenko,Dnipro,2012-04-08 00:00:00,380331412789,m
1677,Daryna,Kovalenko,Odesa,2010-08-29 00:00:00,380373116504,f
1678,Bohdan,Ivanchenko,Kyiv,2007-04-13 00:00:00,380921747671,m
1679,Kateryna,Ivanchenko,Dnipro,2009-04-12 00:00:00,380546656362,f
1680,Roman,Danylenko,Sambir,2009-06-10 00:00:00,380902921620,m
1681,Daryna,Bilenko,Rivne,2011-04-22 00:00:00,380088776475,f
1682,Vitalii,Nesterenko,Sambir,2008-11-15 00:00:00,380464258893,m
1683,Nataliia,Melko,Rivne,2007-03-22 00:00:00,380700533775,f
1684,Ivan,Fedorenko,Kyiv,2016-07-15 00:00:00,380253138185,m
1685,Svitlana,Antonenko,Lviv,2013-10-22 00:00:00,380479197391,f
1686,Vitalii,Bilenko,Dnipro,2013-05-14 00:00:00,380626508945,m
1687,Kateryna,Vasylchenko,Dnipro,2010-08-23 00:00:00,380132660600,f
1688,Ivan,Melko,Kyiv,2008-05-27 00:00:00,380569433691,m
1689,Kateryna,Oleksiyenko,Lviv,2012-08-11 00:00:00,380264747487,f
1690,Fedir,Antonenko,Frankivsk,2013-12-19 00:00:00,380947569077,m
1691,Nataliia,Kovalko,Rivne,2011-04-12 00:00:00,380585377109,f
1692,Pavlo,Nesterenko,Frankivsk,2007-12-31 00:00:00,380120311971,m
1693,Halyna,Kovalenko,Dnipro,2015-01-24 00:00:00,380771425901,f
1694,Fedir,Sydorenko,Frankivsk,2008-07-22 00:00:00,380104507645,m
1695,Larysa,Ivanchenko,Odesa,2015-10-26 00:00:00,380949634463,f
1696,Roman,Melko,Sambir,2007-05-25 00:00:00,380422516827,m
1697,Zhanna,Bilenko,Frankivsk,2008-04-03 00:00:00,380276112363,f
1698,Fedir,Antonenko,Odesa,2010-04-15 00:00:00,380152043041,m
1699,Nataliia,Hrytsenko,Lviv,2012-01-15 00:00:00,380032161940,f
1700,Ivan,Hrytsenko,Dnipro,2009-06-27 00:00:00,380999262636,m
1701,Mariia,Pavlenko,Frankivsk,2008-05-19 00:00:00,380797887753,f
1702,Andrii,Vasylchenko,Strii,2012-12-09 00:00:00,380913866836,m
1703,Nataliia,Vasylchenko,Rivne,2016-01-02 00:00:00,380970022243,f
1704,Ivan,Tkachenko,Lviv,2014-11-23 00:00:00,380743910279,m
1705,Larysa,Lysenko,Dnipro,2014-02-24 00:00:00,380192322876,f
1706,Oleh,Vasylchenko,Odesa,2014-11-06 00:00:00,380004260522,m
1707,Halyna,Fedorenko,Rivne,2016-11-25 00:00:00,380162158354,f
1708,Andrii,Sydorenko,Strii,2014-09-20 00:00:00,380542400844,m
1709,Halyna,Danylenko,Lviv,2008-02-28 00:00:00,380596991888,f
1710,Pavlo,Fedorenko,Rivne,2011-12-14 00:00:00,380158948441,m
1711,Zhanna,Oleksiyenko,Sambir,2013-11-21 00:00:00,380640212356,f
1712,Ivan,Pavlenko,Lviv,2010-06-23 00:00:00,380785412310,m
1713,Svitlana,Sydorenko,Strii,2011-10-09 00:00:00,380028859434,f
1714,Yevhen,Hrytsenko,Odesa,2016-01-01 00:00:00,380839398108,m
1715,Kateryna,Hrytsenko,Sambir,2014-04-08 00:00:00,380768600670,f
1716,Ivan,Oleksiyenko,Lviv,2016-03-25 00:00:00,380932223257,m
1717,Svitlana,Fedorenko,Odesa,2008-07-25 00:00:00,380591539184,f
1718,Yevhen,Vasylchenko,Lviv,2009-10-16 00:00:00,380291812266,m
1719,Kateryna,Usenko,Kyiv,2010-03-15 00:00:00,380118486353,f
1720,Vitalii,Fedorenko,Kyiv,2014-09-12 00:00:00,380262943878,m
1721,Daryna,Bilenko,Strii,2007-10-11 00:00:00,380451726981,f
1722,Oleh,Kovalko,Dnipro,2008-12-13 00:00:00,380086404064,m
1723,Mariia,Fedorenko,Dnipro,2016-01-05 00:00:00,380607927690,f
1724,Oleh,Tkachenko,Rivne,2007-03-28 00:00:00,380065802599,m
1725,Halyna,Balanenko,Rivne,2011-03-23 00:00:00,380804414174,f
1726,Fedir,Yevdokymenko,Strii,2010-09-27 00:00:00,380492805872,m
1727,Larysa,Yevdokymenko,Lviv,2016-12-03 00:00:00,380730435330,f
1728,Oleh,Vasylchenko,Frankivsk,2010-12-18 00:00:00,380751669602,m
1729,Daryna,Tkachenko,Sambir,2007-04-22 00:00:00,380912584163,f
1730,Andrii,Lysenko,Lviv,2011-02-26 00:00:00,380507505904,m
1731,Nataliia,Ivanchenko,Lviv,2011-03-21 00:00:00,380805798639,f
1732,Ivan,Danylenko,Frankivsk,2008-08-19 00:00:00,380558211008,m
1733,Larysa,Balanenko,Strii,2013-11-26 00:00:00,380993733932,f
1734,Ivan,Tkachenko,Frankivsk,2016-11-06 00:00:00,380798893258,m
1735,Halyna,Tkachenko,Odesa,2008-03-25 00:00:00,380816127348,f
1736,Andrii,Vasylchenko,Strii,2015-04-24 00:00:00,380617515201,m
1737,Mariia,Hrytsenko,Kyiv,2010-01-10 00:00:00,380463385017,f
1738,Fedir,Danylenko,Kyiv,2007-07-22 00:00:00,380457995032,m
1739,Zhanna,Kovalko,Dnipro,2015-04-29 00:00:00,380140094847,f
1740,Yevhen,Usenko,Kyiv,2007-02-11 00:00:00,380967143461,m
1741,Svitlana,Yevdokymenko,Frankivsk,2007-04-12 00:00:00,380268335097,f
1742,Oleh,Pavlenko,Dnipro,2013-05-08 00:00:00,380761203686,m
1743,Larysa,Melko,Kyiv,2009-02-14 00:00:00,380640210151,f
1744,Vitalii,Ivanchenko,Strii,2010-06-17 00:00:00,380622045924,m
1745,Halyna,Hrytsenko,Lviv,2008-02-23 00:00:00,380772167914,f
1746,Roman,Oleksiyenko,Sambir,2014-06-21 00:00:00,380874474793,m
1747,Halyna,Romanchuko,Strii,2015-06-24 00:00:00,380714228210,f
1748,Ivan,Romanchuko,Sambir,2013-07-08 00:00:00,380069459320,m
1749,Svitlana,Oleksiyenko,Sambir,2016-02-06 00:00:00,380875482895,f
1750,Yevhen,Sydorenko,Sambir,2014-02-20 00:00:00,380255656018,m
1751,Daryna,Kovalko,Dnipro,2012-01-31 00:00:00,380114352671,f
1752,Vitalii,Hrytsenko,Lviv,2007-09-28 00:00:00,380614806535,m
1753,Halyna,Balanenko,Strii,2013-03-12 00:00:00,380853383419,f
1754,Pavlo,Fedorenko,Frankivsk,2009-05-01 00:00:00,380441760561,m
1755,Kateryna,Oleksiyenko,Strii,2016-04-12 00:00:00,380739875453,f
1756,Andrii,Fedorenko,Dnipro,2016-12-28 00:00:00,380417247227,m
1757,Nataliia,Danylenko,Dnipro,2012-12-18 00:00:00,380272304657,f
1758,Vitalii,Pavlenko,Frankivsk,2008-04-14 00:00:00,380573802603,m
1759,Nataliia,Nesterenko,Kyiv,2008-02-04 00:00:00,380066632680,f
1760,Bohdan,Tkachenko,Lviv,2008-05-05 00:00:00,380856714649,m
1761,Daryna,Yevdokymenko,Dnipro,2013-05-22 00:00:00,380423698076,f
1762,Ivan,Nesterenko,Strii,2010-09-14 00:00:00,380852179922,m
1763,Veronika,Oleksiyenko,Rivne,2016-11-21 00:00:00,380440496987,f
1764,Roman,Balanenko,Dnipro,2016-08-11 00:00:00,380665610422,m
1765,Nataliia,Bilenko,Rivne,2016-03-03 00:00:00,380324424572,f
1766,Andrii,Antonenko,Odesa,2011-10-13 00:00:00,380468852165,m
1767,Daryna,Danylenko,Kyiv,2009-09-08 00:00:00,380524175974,f
1768,Pavlo,Kovalenko,Strii,2011-01-31 00:00:00,380161906459,m
1769,Svitlana,Vasylchenko,Kyiv,2011-02-25 00:00:00,380645792450,f
1770,Bohdan,Antonenko,Sambir,2009-10-07 00:00:00,380140738746,m
1771,Daryna,Balanenko,Rivne,2008-08-25 00:00:00,380686891901,f
1772,Oleh,Lysenko,Odesa,2011-08-01 00:00:00,380616551139,m
1773,Zhanna,Yevdokymenko,Sambir,2014-09-20 00:00:00,380988121890,f
1774,Fedir,Hrytsenko,Odesa,2015-12-12 00:00:00,380214122262,m
1775,Zhanna,Kovalko,Odesa,2010-06-09 00:00:00,380997705945,f
1776,Ivan,Sydorenko,Strii,2010-05-11 00:00:00,380212246457,m
1777,Veronika,Ivanchenko,Lviv,2016-12-31 00:00:00,380020325228,f
1778,Pavlo,Balanenko,Sambir,2015-01-10 00:00:00,380355065360,m
1779,Nataliia,Bilenko,Sambir,2013-08-14 00:00:00,380598036378,f
1780,Pavlo,Kovalko,Odesa,2009-10-15 00:00:00,380953993914,m
1781,Veronika,Balanenko,Frankivsk,2014-02-09 00:00:00,380053481060,f
1782,Bohdan,Kovalenko,Frankivsk,2008-12-29 00:00:00,380549481004,m
1783,Zhanna,Nesterenko,Dnipro,2010-12-21 00:00:00,380240137861,f
1784,Oleh,Melko,Kyiv,2007-11-24 00:00:00,380626375211,m
1785,Veronika,Danylenko,Kyiv,2016-06-03 00:00:00,380301904493,f
1786,Ivan,Yevdokymenko,Dnipro,2010-12-06 00:00:00,380911657455,m
1787,Veronika,Usenko,Kyiv,2010-01-12 00:00:00,380621755495,f
1788,Roman,Fedorenko,Frankivsk,2009-09-19 00:00:00,380357985532,m
1789,Veronika,Kovalko,Frankivsk,2008-10-29 00:00:00,380946623399,f
1790,Vitalii,Balanenko,Strii,2016-09-22 00:00:00,380000049511,m
1791,Svitlana,Oleksiyenko,Odesa,2014-05-27 00:00:00,380666587998,f
1792,Roman,Tkachenko,Frankivsk,2011-11-11 00:00:00,380658025488,m
1793,Svitlana,Usenko,Dnipro,2009-06-06 00:00:00,380164956621,f
1794,Vitalii,Yevdokymenko,Kyiv,2009-09-03 00:00:00,380109029906,m
1795,Mariia,Lysenko,Strii,2009-06-17 00:00:00,380404611437,f
1796,Roman,Kovalenko,Rivne,2011-08-17 00:00:00,380692181343,m
1797,Veronika,Yevdokymenko,Kyiv,2012-06-06 00:00:00,380042395018,f
1798,Fedir,Kovalenko,Strii,2012-05-05 00:00:00,380417610573,m
1799,Kateryna,Hrytsenko,Rivne,2013-11-18 00:00:00,380609997130,f
1800,Andrii,Vasylchenko,Dnipro,2009-07-16 00:00:00,380904831672,m
1801,Veronika,Antonenko,Rivne,2015-07-26 00:00:00,380079863449,f
1802,Pavlo,Yevdokymenko,Lviv,2009-12-12 00:00:00,380265477091,m
1803,Nataliia,Oleksiyenko,Sambir,2008-05-20 00:00:00,380998897462,f
1804,Oleh,Pavlenko,Rivne,2011-10-13 00:00:00,380156756062,m
1805,Svitlana,Fedorenko,Frankivsk,2007-12-31 00:00:00,380016131155,f
1806,Roman,Melko,Odesa,2014-05-30 00:00:00,380607440407,m
1807,Kateryna,Usenko,Rivne,2015-07-25 00:00:00,380563521640,f
1808,Roman,Sydorenko,Lviv,2013-01-13 00:00:00,380533421567,m
1809,Halyna,Usenko,Dnipro,2013-10-12 00:00:00,380179451432,f
1810,Fedir,Yevdokymenko,Dnipro,2007-01-20 00:00:00,380181384453,m
1811,Larysa,Yevdokymenko,Strii,2013-11-29 00:00:00,380403254915,f
1812,Vitalii,Oleksiyenko,Dnipro,2012-05-29 00:00:00,380400262225,m
1813,Nataliia,Oleksiyenko,Frankivsk,2010-08-11 00:00:00,380192082961,f
1814,Roman,Balanenko,Frankivsk,2009-11-23 00:00:00,380712733410,m
1815,Kateryna,Tkachenko,Odesa,2015-05-09 00:00:00,380592263981,f
1816,Pavlo,Kovalko,Lviv,2008-02-07 00:00:00,380829833986,m
1817,Veronika,Pavlenko,Rivne,2013-01-15 00:00:00,380419614323,f
1818,Bohdan,Usenko,Rivne,2009-04-06 00:00:00,380202924064,m
1819,Svitlana,Bilenko,Rivne,2015-09-16 00:00:00,380342175087,f
1820,Yevhen,Kovalenko,Dnipro,2014-11-24 00:00:00,380368679778,m
1821,Svitlana,Tkachenko,Odesa,2015-02-19 00:00:00,380682314662,f
1822,Fedir,Balanenko,Rivne,2010-11-01 00:00:00,380302431988,m
1823,Halyna,Bilenko,Strii,2013-12-24 00:00:00,380890065784,f
1824,Vitalii,Lysenko,Rivne,2015-09-02 00:00:00,380827179293,m
1825,Kateryna,Nesterenko,Strii,2012-10-10 00:00:00,380061644881,f
1826,Vitalii,Bilenko,Kyiv,2015-05-21 00:00:00,380250636924,m
1827,Larysa,Vasylchenko,Odesa,2013-04-08 00:00:00,380476774911,f
1828,Fedir,Yevdokymenko,Strii,2009-01-26 00:00:00,380479022681,m
1829,Zhanna,Bilenko,Rivne,2016-03-02 00:00:00,380910889536,f
1830,Andrii,Bilenko,Kyiv,2011-02-09 00:00:00,380695537226,m
1831,Svitlana,Tkachenko,Kyiv,2013-09-22 00:00:00,380355764323,f
1832,Andrii,Pavlenko,Frankivsk,2011-12-07 00:00:00,380769790056,m
1833,Svitlana,Danylenko,Kyiv,2015-07-29 00:00:00,380792024658,f
1834,Roman,Pavlenko,Frankivsk,2008-10-27 00:00:00,380199827221,m
1835,Halyna,Lysenko,Kyiv,2010-01-12 00:00:00,380239783036,f
1836,Pavlo,Pavlenko,Rivne,2013-07-16 00:00:00,380111264582,m
1837,Mariia,Melko,Frankivsk,2009-09-17 00:00:00,380751716028,f
1838,Fedir,Danylenko,Sambir,2013-06-07 00:00:00,380809026097,m
1839,Mariia,Balanenko,Lviv,2011-02-08 00:00:00,380211000391,f
1840,Andrii,Kovalenko,Frankivsk,2015-08-01 00:00:00,380642413548,m
1841,Mariia,Ivanchenko,Sambir,2013-01-05 00:00:00,380704586253,f
1842,Ivan,Bilenko,Rivne,2015-03-28 00:00:00,380983125604,m
1843,Halyna,Ivanchenko,Rivne,2016-01-11 00:00:00,380606487739,f
1844,Fedir,Romanchuko,Sambir,2011-10-20 00:00:00,380083382205,m
1845,Halyna,Oleksiyenko,Sambir,2010-05-14 00:00:00,380115921881,f
1846,Fedir,Antonenko,Dnipro,2012-07-22 00:00:00,380137479402,m
1847,Nataliia,Usenko,Lviv,2013-12-14 00:00:00,380699308110,f
1848,Oleh,Yevdokymenko,Frankivsk,2013-11-21 00:00:00,380364249049,m
1849,Nataliia,Melko,Rivne,2011-07-25 00:00:00,380417057779,f
1850,Vitalii,Vasylchenko,Odesa,2015-05-02 00:00:00,380508761230,m
1851,Zhanna,Hrytsenko,Kyiv,2009-06-28 00:00:00,380016303617,f
1852,Pavlo,Tkachenko,Rivne,2011-10-21 00:00:00,380257514472,m
1853,Nataliia,Antonenko,Rivne,2013-10-29 00:00:00,380047816134,f
1854,Ivan,Hrytsenko,Dnipro,2016-05-04 00:00:00,380712517947,m
1855,Larysa,Nesterenko,Strii,2012-12-08 00:00:00,380023116895,f
1856,Yevhen,Oleksiyenko,Odesa,2009-11-13 00:00:00,380445467839,m
1857,Larysa,Antonenko,Odesa,2014-10-21 00:00:00,380511286200,f
1858,Ivan,Romanchuko,Odesa,2014-10-17 00:00:00,380428893751,m
1859,Svitlana,Nesterenko,Strii,2012-10-11 00:00:00,380505617831,f
1860,Pavlo,Usenko,Kyiv,2016-04-02 00:00:00,380713113654,m
1861,Veronika,Vasylchenko,Odesa,2007-10-19 00:00:00,380487760374,f
1862,Fedir,Oleksiyenko,Odesa,2010-08-03 00:00:00,380016503994,m
1863,Mariia,Ivanchenko,Sambir,2016-06-17 00:00:00,380651648941,f
1864,Vitalii,Yevdokymenko,Dnipro,2016-11-24 00:00:00,380239549046,m
1865,Larysa,Kovalko,Odesa,2008-08-17 00:00:00,380617314188,f
1866,Ivan,Sydorenko,Sambir,2009-01-06 00:00:00,380164675062,m
1867,Kateryna,Tkachenko,Rivne,2010-11-13 00:00:00,380242404828,f
1868,Bohdan,Ivanchenko,Dnipro,2012-08-10 00:00:00,380408145328,m
1869,Halyna,Melko,Sambir,2009-03-16 00:00:00,380473269722,f
1870,Andrii,Nesterenko,Odesa,2016-03-09 00:00:00,380011350241,m
1871,Svitlana,Nesterenko,Odesa,2014-06-05 00:00:00,380103274179,f
1872,Andrii,Vasylchenko,Sambir,2010-02-05 00:00:00,380092383687,m
1873,Halyna,Oleksiyenko,Kyiv,2011-03-26 00:00:00,380880448384,f
1874,Pavlo,Pavlenko,Strii,2014-03-18 00:00:00,380625347096,m
1875,Svitlana,Oleksiyenko,Odesa,2009-05-14 00:00:00,380402297305,f
1876,Yevhen,Lysenko,Frankivsk,2008-06-06 00:00:00,380502175299,m
1877,Halyna,Lysenko,Kyiv,2011-07-10 00:00:00,380532404288,f
1878,Roman,Balanenko,Odesa,2010-09-29 00:00:00,380366812051,m
1879,Zhanna,Vasylchenko,Rivne,2016-04-09 00:00:00,380404521581,f
1880,Roman,Fedorenko,Odesa,2014-01-27 00:00:00,380257783111,m
1881,Zhanna,Vasylchenko,Sambir,2015-03-09 00:00:00,380616251892,f
1882,Vitalii,Melko,Sambir,2016-03-16 00:00:00,380413577099,m
1883,Halyna,Lysenko,Kyiv,2009-09-16 00:00:00,380854181924,f
1884,Fedir,Hrytsenko,Dnipro,2011-03-06 00:00:00,380413235899,m
1885,Kateryna,Yevdokymenko,Sambir,2007-07-25 00:00:00,380742195481,f
1886,Fedir,Melko,Strii,2008-06-23 00:00:00,380106784883,m
1887,Halyna,Vasylchenko,Strii,2007-12-29 00:00:00,380851963758,f
1888,Roman,Fedorenko,Odesa,2009-11-25 00:00:00,380482007686,m
1889,Kateryna,Sydorenko,Odesa,2011-12-14 00:00:00,380300734319,f
1890,Pavlo,Kovalko,Odesa,2013-12-15 00:00:00,380148760851,m
1891,Nataliia,Balanenko,Lviv,2009-08-31 00:00:00,380178287045,f
1892,Andrii,Vasylchenko,Odesa,2010-10-21 00:00:00,380950758511,m
1893,Nataliia,Kovalko,Strii,2008-09-15 00:00:00,380227529140,f
1894,Andrii,Hrytsenko,Lviv,2007-09-29 00:00:00,380783267826,m
1895,Halyna,Hrytsenko,Sambir,2013-10-10 00:00:00,380546189045,f
1896,Bohdan,Antonenko,Dnipro,2011-03-17 00:00:00,380158595716,m
1897,Daryna,Melko,Kyiv,2007-12-22 00:00:00,380480777643,f
1898,Roman,Oleksiyenko,Kyiv,2012-08-06 00:00:00,380418408716,m
1899,Zhanna,Melko,Rivne,2007-05-11 00:00:00,380066497016,f
1900,Vitalii,Kovalenko,Odesa,2013-05-02 00:00:00,380090490886,m
1901,Zhanna,Usenko,Rivne,2010-06-02 00:00:00,380523893886,f
1902,Roman,Pavlenko,Lviv,2015-01-22 00:00:00,380527674890,m
1903,Kateryna,Fedorenko,Kyiv,2010-01-18 00:00:00,380369712553,f
1904,Roman,Balanenko,Strii,2008-08-21 00:00:00,380959782674,m
1905,Veronika,Yevdokymenko,Strii,2016-07-28 00:00:00,380274347468,f
1906,Vitalii,Balanenko,Frankivsk,2008-02-12 00:00:00,380585458214,m
1907,Zhanna,Oleksiyenko,Kyiv,2012-02-05 00:00:00,380350694752,f
1908,Ivan,Hrytsenko,Frankivsk,2007-10-07 00:00:00,380671173989,m
1909,Larysa,Yevdokymenko,Dnipro,2011-04-13 00:00:00,380214910366,f
1910,Bohdan,Oleksiyenko,Sambir,2009-09-28 00:00:00,380925687570,m
1911,Kateryna,Tkachenko,Lviv,2016-10-22 00:00:00,380884045798,f
1912,Fedir,Nesterenko,Odesa,2016-11-16 00:00:00,380000247663,m
1913,Daryna,Melko,Sambir,2015-12-22 00:00:00,380499927854,f
1914,Yevhen,Danylenko,Frankivsk,2009-02-14 00:00:00,380679740231,m
1915,Daryna,Nesterenko,Sambir,2016-05-31 00:00:00,380691202383,f
1916,Pavlo,Romanchuko,Frankivsk,2013-08-15 00:00:00,380790398633,m
1917,Daryna,Bilenko,Kyiv,2008-03-03 00:00:00,380077451914,f
1918,Roman,Oleksiyenko,Sambir,2016-07-10 00:00:00,380290243263,m
